Ngày đăng bài,Năm SX,Tên xe,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu
16/10/2025,2025,Ford Territory Trend 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2014,Mercedes Benz C class C200,Lắp ráp trong nước,Hà Nội,Sedan,97000,N/A,Xe cũ,Xăng
16/10/2025,2022,VinFast Lux A 2.0 Tiêu chuẩn,Lắp ráp trong nước,TP HCM,Sedan,33000,N/A,Xe cũ,Xăng
16/10/2025,2024,Ford Ranger Wildtrak 2.0L 4x4 AT,Lắp ráp trong nước,TP HCM,Bán tải / Pickup,20000,N/A,Xe cũ,Dầu
16/10/2025,2024,Lexus LX 600 Urban,Nhập khẩu,Hà Nội,SUV,15000,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz GLA class GLA 45 AMG 4Matic,Nhập khẩu,TP HCM,SUV,49000,N/A,Xe cũ,Xăng
16/10/2025,2024,Hyundai Accent Cao cấp 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,4000,N/A,Xe cũ,Xăng
16/10/2025,2021,Toyota Corolla altis 1.8G AT,Lắp ráp trong nước,Hà Nội,Sedan,40000,N/A,Xe cũ,Xăng
16/10/2025,2013,Honda CRV 2.0 AT,Lắp ráp trong nước,Hà Nội,SUV,120000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Alphard HEV 2.5 AT,Nhập khẩu,Hà Nội,Van/Minivan,N/A,N/A,Xe mới,Hybrid
16/10/2025,2025,Isuzu MU-X Prestige 1.9 4X2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2018,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Xăng
16/10/2025,2015,LandRover Range Rover HSE 3.0,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2025,Mazda 2 1.5 AT,Nhập khẩu,Hà Nội,Sedan,6000,N/A,Xe cũ,Xăng
16/10/2025,2014,BMW 1 Series 116i,Nhập khẩu,TP HCM,Hatchback,79000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mitsubishi Outlander 2.0 CVT,Lắp ráp trong nước,Hà Nội,SUV,20000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Alphard 2.4 AT,Nhập khẩu,Hà Nội,Van/Minivan,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Prado LC250 2.4L,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,VinFast VF5 Plus,Lắp ráp trong nước,Hà Nội,SUV,19000,N/A,Xe cũ,Điện
16/10/2025,2016,Mazda 3 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,70000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Territory Trend 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Toyota Camry 2.5HV,Nhập khẩu,Hà Nội,Sedan,49000,N/A,Xe cũ,Hybrid
16/10/2025,2024,Hyundai Accent Cao cấp 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,4000,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz GLA class GLA 45 AMG 4Matic,Nhập khẩu,TP HCM,SUV,49000,N/A,Xe cũ,Xăng
16/10/2025,2014,Mercedes Benz E class E250,Lắp ráp trong nước,Hà Nội,Sedan,79000,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Sorento Signature 2.2 AT AWD,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Dầu
16/10/2025,2005,Porsche Cayenne 3.2i,Nhập khẩu,TP HCM,SUV,98900,N/A,Xe cũ,Xăng
16/10/2025,2015,LandRover Range Rover HSE 3.0,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2016,Lexus LS 460L,Nhập khẩu,Hà Nội,Sedan,120000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Fortuner 2.4L 4x2 AT,Lắp ráp trong nước,Hà Nội,SUV,90000,N/A,Xe cũ,Dầu
16/10/2025,2024,Hyundai SantaFe Cao cấp 2.2L HTRAC,Lắp ráp trong nước,Hà Nội,SUV,19000,N/A,Xe cũ,Dầu
16/10/2025,2021,BMW 3 Series 330i M Sport,Nhập khẩu,TP HCM,Sedan,43000,N/A,Xe cũ,Xăng
16/10/2025,2015,Mercedes Benz C class C250 Exclusive,Lắp ráp trong nước,Hà Nội,Sedan,69000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mazda 2 1.5 AT,Nhập khẩu,Hà Nội,Sedan,6000,N/A,Xe cũ,Xăng
16/10/2025,2014,BMW 1 Series 116i,Nhập khẩu,TP HCM,Hatchback,79000,N/A,Xe cũ,Xăng
16/10/2025,2025,Hyundai Stargazer X 1.5 AT,Nhập khẩu,Hà Nội,Van/Minivan,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,VinFast VF5 Plus,Lắp ráp trong nước,Hà Nội,SUV,19000,N/A,Xe cũ,Điện
16/10/2025,2024,Kia Sorento Signature 2.2 AT AWD,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Dầu
16/10/2025,2016,Mazda 3 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,70000,N/A,Xe cũ,Xăng
16/10/2025,2019,Nissan Terra E 2.5 AT 2WD,Nhập khẩu,Hà Nội,SUV,77000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Titanium 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2023,Toyota Camry 2.5HV,Nhập khẩu,Hà Nội,Sedan,49000,N/A,Xe cũ,Hybrid
16/10/2025,2025,Lexus LM 500h,Nhập khẩu,Hà Nội,Van/Minivan,8000,N/A,Xe cũ,Hybrid
16/10/2025,2024,Hyundai Accent Cao cấp 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,4000,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz GLA class GLA 45 AMG 4Matic,Nhập khẩu,TP HCM,SUV,49000,N/A,Xe cũ,Xăng
16/10/2025,2014,Mercedes Benz E class E250,Lắp ráp trong nước,Hà Nội,Sedan,79000,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Sorento Signature 2.2 AT AWD,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Dầu
16/10/2025,2022,Mercedes Benz C class C200 Avantgarde,Lắp ráp trong nước,TP HCM,Sedan,11000,N/A,Xe cũ,Xăng
16/10/2025,2005,Porsche Cayenne 3.2i,Nhập khẩu,TP HCM,SUV,98900,N/A,Xe cũ,Xăng
16/10/2025,2016,Lexus LS 460L,Nhập khẩu,Hà Nội,Sedan,120000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Fortuner 2.4L 4x2 AT,Lắp ráp trong nước,Hà Nội,SUV,90000,N/A,Xe cũ,Dầu
16/10/2025,2024,Hyundai SantaFe Cao cấp 2.2L HTRAC,Lắp ráp trong nước,Hà Nội,SUV,19000,N/A,Xe cũ,Dầu
16/10/2025,2021,BMW 3 Series 330i M Sport,Nhập khẩu,TP HCM,Sedan,43000,N/A,Xe cũ,Xăng
16/10/2025,2015,Mercedes Benz C class C250 Exclusive,Lắp ráp trong nước,Hà Nội,Sedan,69000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mazda 2 1.5 AT,Nhập khẩu,Hà Nội,Sedan,6000,N/A,Xe cũ,Xăng
16/10/2025,2014,BMW 1 Series 116i,Nhập khẩu,TP HCM,Hatchback,79000,N/A,Xe cũ,Xăng
16/10/2025,2025,Hyundai Stargazer X 1.5 AT,Nhập khẩu,Hà Nội,Van/Minivan,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,VinFast VF5 Plus,Lắp ráp trong nước,Hà Nội,SUV,19000,N/A,Xe cũ,Điện
16/10/2025,2024,Kia Sorento Signature 2.2 AT AWD,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Dầu
16/10/2025,2019,Nissan Terra E 2.5 AT 2WD,Nhập khẩu,Hà Nội,SUV,77000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Titanium 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2021,Lexus GX 460,Nhập khẩu,Hà Nội,SUV,36000,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus ES 250 F Sport,Nhập khẩu,Đà Nẵng,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Lexus RX 350 Premium,Nhập khẩu,Đà Nẵng,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Isuzu MU-X B7 1.9 4X2 MT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2025,Lexus LM 500h,Nhập khẩu,Hà Nội,Van/Minivan,8000,N/A,Xe cũ,Hybrid
16/10/2025,2014,Mercedes Benz E class E250,Lắp ráp trong nước,Hà Nội,Sedan,79000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Territory Titanium X 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,4500,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Sorento Signature 2.2 AT AWD,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Dầu
16/10/2025,2007,Bentley Flying Spur 6.0 V8,Nhập khẩu,Hà Nội,Sedan,15000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz C class C200 Avantgarde,Lắp ráp trong nước,TP HCM,Sedan,11000,N/A,Xe cũ,Xăng
16/10/2025,2005,Porsche Cayenne 3.2i,Nhập khẩu,TP HCM,SUV,98900,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus ES 300h,Nhập khẩu,Đà Nẵng,Sedan,N/A,N/A,Xe mới,Hybrid
16/10/2025,2023,Mazda CX5 Premium Exclusive 2.0 AT,Lắp ráp trong nước,TP HCM,SUV,43000,N/A,Xe cũ,Xăng
16/10/2025,2023,Porsche Panamera 4 Executive,Nhập khẩu,TP HCM,Sedan,13333,N/A,Xe cũ,Xăng
16/10/2025,2021,VinFast Lux A 2.0 Premium 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,80000,N/A,Xe cũ,Xăng
16/10/2025,2021,BMW 3 Series 330i M Sport,Nhập khẩu,TP HCM,Sedan,43000,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus RX 350h Premium,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Hybrid
16/10/2025,2015,Mercedes Benz C class C250 Exclusive,Lắp ráp trong nước,Hà Nội,Sedan,69000,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus ES 250,Nhập khẩu,Đà Nẵng,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2015,Lexus LX 570 Super Sport,Nhập khẩu,TP HCM,SUV,61000,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus RX 350 Premium,Nhập khẩu,Đà Nẵng,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,Lexus LX 570,Nhập khẩu,Hà Nội,SUV,40000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF5 Plus,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2025,Ford Everest Titanium Plus 2.0L 4x4 AT,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2024,VinFast VF3 Plus,Lắp ráp trong nước,TP HCM,Hatchback,0,N/A,Xe cũ,Điện
16/10/2025,2017,Audi Q5 2.0 AT,Nhập khẩu,TP HCM,SUV,99999,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF8 Eco,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2025,Hyundai Palisade Exclusive 2.2 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2022,Toyota Fortuner 2.4L 4x2 AT,Lắp ráp trong nước,Hà Nội,SUV,70000,N/A,Xe cũ,Dầu
16/10/2025,2018,Lexus LX 570 Super Sport,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2020,Toyota Corolla Cross 1.8V,Nhập khẩu,N/A,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2024,Toyota Innova E 2.0 MT,Lắp ráp trong nước,TP HCM,Crossover,55000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus GX 550 Luxury,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,VinFast VF3 Plus,Lắp ráp trong nước,TP HCM,Hatchback,0,N/A,Xe cũ,Điện
16/10/2025,2025,VinFast VF6 Eco,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2025,Toyota Veloz Cross Top 1.5 CVT,Lắp ráp trong nước,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,Hà Nội,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,Honda BR V L,Nhập khẩu,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt,Lắp ráp trong nước,N/A,Crossover,2000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF5 Plus,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2022,VinFast Lux A 2.0 Tiêu chuẩn,Lắp ráp trong nước,N/A,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2007,Lexus LX 570,Nhập khẩu,Hà Nội,SUV,280000,N/A,Xe cũ,Xăng
16/10/2025,2017,Audi Q5 2.0 AT,Nhập khẩu,TP HCM,SUV,99999,N/A,Xe cũ,Xăng
16/10/2025,2025,Honda BR V L,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Ford Everest Titanium Plus 2.0L 4x4 AT,Nhập khẩu,Hà Nội,SUV,40000,N/A,Xe cũ,Dầu
16/10/2025,2018,Lexus LX 570 Super Sport,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2008,Toyota Innova G,Lắp ráp trong nước,N/A,Crossover,0,N/A,Xe cũ,Xăng
16/10/2025,2024,Lexus RX 350 Luxury,Nhập khẩu,TP HCM,SUV,3900,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Avanza Premio 1.5 AT,Lắp ráp trong nước,TP,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,VinFast VF3 Plus,Lắp ráp trong nước,Hà Nội,Hatchback,30123,N/A,Xe cũ,Điện
16/10/2025,2025,Lexus GX 550 Luxury,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2013,Thaco TB120S Weichai 47S,Lắp ráp trong nước,Hà Nội,Van/Minivan,350000,N/A,Xe cũ,Dầu
16/10/2025,2025,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,Hà Nội,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,VinFast Lux SA 2.0 Premium 2.0 AT,Lắp ráp trong nước,N/A,SUV,92000,N/A,Xe cũ,Xăng
16/10/2025,2020,Thaco TB79s,Lắp ráp trong nước,Hà Nội,Van/Minivan,120000,N/A,Xe cũ,Dầu
16/10/2025,2024,Honda BR V L,Nhập khẩu,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2019,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,128000,N/A,Xe cũ,Xăng
16/10/2025,2020,Audi Q3 35 TFSI,Nhập khẩu,TP HCM,Crossover,0,N/A,Xe cũ,Xăng
16/10/2025,2019,Lexus LX 570 Super Sport MBS,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Xăng
16/10/2025,2017,Mazda CX5 2.5 AT 2WD,Lắp ráp trong nước,TP HCM,SUV,70000,N/A,Xe cũ,Xăng
16/10/2025,2022,VinFast Lux A 2.0 Tiêu chuẩn,Lắp ráp trong nước,N/A,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2007,Lexus LX 570,Nhập khẩu,Hà Nội,SUV,280000,N/A,Xe cũ,Xăng
16/10/2025,2021,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,96000,N/A,Xe cũ,Xăng
16/10/2025,2025,Honda BR V L,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2018,Lexus LX 570 Super Sport,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2008,Toyota Innova G,Lắp ráp trong nước,N/A,Crossover,0,N/A,Xe cũ,Xăng
16/10/2025,2024,Lexus RX 350 Luxury,Nhập khẩu,TP HCM,SUV,3900,N/A,Xe cũ,Xăng
16/10/2025,2024,VinFast VF3 Plus,Lắp ráp trong nước,Hà Nội,Hatchback,30123,N/A,Xe cũ,Điện
16/10/2025,2021,Mazda 3 1.5L Luxury,Lắp ráp trong nước,N/A,Sedan,15000,N/A,Xe cũ,Xăng
16/10/2025,2017,Ford Transit SVP,Lắp ráp trong nước,Hà Nội,Van/Minivan,160000,N/A,Xe cũ,Dầu
16/10/2025,2013,Thaco TB120S Weichai 47S,Lắp ráp trong nước,Hà Nội,Van/Minivan,350000,N/A,Xe cũ,Dầu
16/10/2025,2014,Ford Transit Standard MID,Lắp ráp trong nước,Hà Nội,Van/Minivan,220000,N/A,Xe cũ,Dầu
16/10/2025,2021,VinFast Lux SA 2.0 Premium 2.0 AT,Lắp ráp trong nước,N/A,SUV,92000,N/A,Xe cũ,Xăng
16/10/2025,2020,Thaco TB79s,Lắp ráp trong nước,Hà Nội,Van/Minivan,120000,N/A,Xe cũ,Dầu
16/10/2025,2016,Ford Transit Luxury,Lắp ráp trong nước,Hà Nội,Van/Minivan,240000,N/A,Xe cũ,Dầu
16/10/2025,2020,Audi Q3 35 TFSI,Nhập khẩu,TP HCM,Crossover,0,N/A,Xe cũ,Xăng
16/10/2025,2018,Thaco Tb85s,Lắp ráp trong nước,Hà Nội,Van/Minivan,200000,N/A,Xe cũ,Dầu
16/10/2025,2022,Kia K3 Premium 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,45000,N/A,Xe cũ,Xăng
16/10/2025,2019,Lexus LX 570 Super Sport MBS,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Xăng
16/10/2025,2023,LandRover Defender 110 X Dynamic P300 2.0 AT,Nhập khẩu,Hà Nội,SUV,10000,N/A,Xe cũ,Xăng
16/10/2025,2024,Toyota Wigo G 1.2 AT,Nhập khẩu,N/A,Hatchback,54000,N/A,Xe cũ,Xăng
16/10/2025,2025,MG G50 1.5 MT Com,Nhập khẩu,Hà Nội,Van/Minivan,600,N/A,Xe cũ,Xăng
16/10/2025,2018,Ford Transit SVP,Lắp ráp trong nước,Hà Nội,Van/Minivan,130000,N/A,Xe cũ,Dầu
16/10/2025,2024,Mitsubishi Xpander Premium 1.5 AT,Nhập khẩu,Hà Nội,SUV,31000,N/A,Xe cũ,Xăng
16/10/2025,2015,Mercedes Benz C class C250 Exclusive,Lắp ráp trong nước,Hà Nội,Sedan,80000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mercedes Benz C class C250 Exclusive,Lắp ráp trong nước,Hà Nội,Sedan,128747,N/A,Xe cũ,Xăng
16/10/2025,2021,Lexus RX 300,Nhập khẩu,Hà Nội,SUV,47000,N/A,Xe cũ,Xăng
16/10/2025,2015,Mercedes Benz E class E250 AMG,Lắp ráp trong nước,Hà Nội,Sedan,130000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz C class C300 AMG,Lắp ráp trong nước,Hà Nội,Sedan,27000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF9 Plus,Lắp ráp trong nước,Hà Nội,SUV,50,N/A,Xe cũ,Điện
16/10/2025,2012,Lexus GX 460,Nhập khẩu,Hà Nội,SUV,123456,N/A,Xe cũ,Xăng
16/10/2025,2018,Toyota Fortuner 2.4G 4x2 AT,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Dầu
16/10/2025,2009,Hyundai County 3.9L,Lắp ráp trong nước,Hà Nội,Van/Minivan,350000,N/A,Xe cũ,Dầu
16/10/2025,2019,Mercedes Benz GLC 250 4Matic,Lắp ráp trong nước,Hà Nội,SUV,70000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF6 Plus,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2019,Hyundai Tucson 2.0 ATH,Lắp ráp trong nước,Hà Nội,Crossover,79000,N/A,Xe cũ,Xăng
16/10/2025,2009,Hyundai Tucson 2.0 AT 4WD,Nhập khẩu,Hà Nội,Crossover,100000,N/A,Xe cũ,Xăng
16/10/2025,2022,BMW X5 xDrive40i M Sport,Lắp ráp trong nước,Hà Nội,SUV,13000,N/A,Xe cũ,Xăng
16/10/2025,2022,Hyundai Accent 1.4 AT Đặc Biệt,Lắp ráp trong nước,Hà Nội,Sedan,56000,N/A,Xe cũ,Xăng
16/10/2025,2024,Mazda CX8 Premium AWD,Lắp ráp trong nước,TP HCM,SUV,17000,N/A,Xe cũ,Xăng
16/10/2025,2016,Honda CRV 2.4 AT,Lắp ráp trong nước,Hà Nội,SUV,65000,N/A,Xe cũ,Xăng
16/10/2025,2022,Bentley Flying Spur V8,Nhập khẩu,Hà Nội,Sedan,13000,N/A,Xe cũ,Xăng
16/10/2025,2023,Lexus RX 350 Luxury,Nhập khẩu,Hà Nội,SUV,49000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Ranger Wildtrak 2.0L 4x4 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2018,Honda CRV L,Nhập khẩu,Hà Nội,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2018,Toyota Fortuner 2.8V 4x4 AT,Nhập khẩu,TP HCM,SUV,90000,N/A,Xe cũ,Dầu
16/10/2025,2014,Toyota Camry 2.5Q,Lắp ráp trong nước,Hà Nội,Sedan,100000,N/A,Xe cũ,Xăng
16/10/2025,2017,Mazda 3 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,80000,N/A,Xe cũ,Xăng
16/10/2025,2012,Hyundai i20 1.4 AT,Nhập khẩu,Hà Nội,Hatchback,120000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz S class S450L,Lắp ráp trong nước,TP HCM,Sedan,67000,N/A,Xe cũ,Xăng
16/10/2025,2014,Toyota Innova 2.0E,Lắp ráp trong nước,N/A,Crossover,79000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Fortuner 2.4L 4x2 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2017,Mercedes Benz C class C200,Lắp ráp trong nước,TP HCM,Sedan,38000,N/A,Xe cũ,Xăng
16/10/2025,2023,Lexus ES 300h,Nhập khẩu,TP HCM,Sedan,20000,N/A,Xe cũ,Hybrid
16/10/2025,2012,BMW X6 xDrive35i,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2022,Volvo S90 LWB Ultimate B6 AWD,Nhập khẩu,TP HCM,Sedan,6000,N/A,Xe cũ,Xăng
16/10/2025,2021,Kia Sedona 2.2 DAT Deluxe,Lắp ráp trong nước,TP HCM,Van/Minivan,68000,N/A,Xe cũ,Dầu
16/10/2025,2008,Toyota Innova G,Lắp ráp trong nước,TP HCM,Crossover,150000,N/A,Xe cũ,Xăng
16/10/2025,2016,Toyota Innova 2.0E,Lắp ráp trong nước,Hà Nội,Crossover,120000,N/A,Xe cũ,Xăng
16/10/2025,2024,Mazda CX8 Premium AWD,Lắp ráp trong nước,TP HCM,SUV,17000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,TP HCM,SUV,68000,N/A,Xe cũ,Xăng
16/10/2025,2021,Gaz Gazelle Next Van 2.8 MT,Nhập khẩu,TP HCM,Van/Minivan,20000,N/A,Xe cũ,Dầu
16/10/2025,2022,Bentley Flying Spur V8,Nhập khẩu,Hà Nội,Sedan,13000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Ranger Wildtrak 2.0L 4x4 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2016,Hyundai i10 Grand 1.0 AT,Nhập khẩu,Hà Nội,Hatchback,83000,N/A,Xe cũ,Xăng
16/10/2025,2017,Mazda 3 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,80000,N/A,Xe cũ,Xăng
16/10/2025,2024,Toyota Yaris Cross 1.5 D-CVT,Nhập khẩu,Hà Nội,SUV,35000,N/A,Xe cũ,Xăng
16/10/2025,2012,Hyundai i20 1.4 AT,Nhập khẩu,Hà Nội,Hatchback,120000,N/A,Xe cũ,Xăng
16/10/2025,2023,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,Hà Nội,Sedan,30000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz S class S450L,Lắp ráp trong nước,TP HCM,Sedan,67000,N/A,Xe cũ,Xăng
16/10/2025,2014,Toyota Innova 2.0E,Lắp ráp trong nước,N/A,Crossover,79000,N/A,Xe cũ,Xăng
16/10/2025,2024,Volvo XC40 Ultimate B5 AWD,Nhập khẩu,TP HCM,SUV,1400,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Fortuner 2.4L 4x2 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2017,Mercedes Benz C class C200,Lắp ráp trong nước,TP HCM,Sedan,38000,N/A,Xe cũ,Xăng
16/10/2025,2023,Lexus ES 300h,Nhập khẩu,TP HCM,Sedan,20000,N/A,Xe cũ,Hybrid
16/10/2025,2012,BMW X6 xDrive35i,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2022,Volvo S90 LWB Ultimate B6 AWD,Nhập khẩu,TP HCM,Sedan,6000,N/A,Xe cũ,Xăng
16/10/2025,2008,Toyota Innova G,Lắp ráp trong nước,TP HCM,Crossover,150000,N/A,Xe cũ,Xăng
16/10/2025,2016,Toyota Innova 2.0E,Lắp ráp trong nước,Hà Nội,Crossover,120000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz G class G63 AMG,Nhập khẩu,Hà Nội,SUV,50000,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus LX 600 Urban,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Honda City RS 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2013,LandRover Range Rover HSE 3.0,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2021,Hyundai i10 Grand 1.2 AT,Lắp ráp trong nước,Hà Nội,Sedan,42000,N/A,Xe cũ,Xăng
